title,title_Link,answer,time,回答者,f_light,ml_10
“爬墙虎”怎么栽？什么环境下长的好,http://zhidao.baidu.com/question/230203815.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：爬墙虎，即爬山虎，栽植成活率高，管理简单，适应能力强，你是要栽植？ 首先要选择适宜爬墙虎生长的环境位置，应选择楼院墙体、护栏、枯树等能“爬”的载体！ 下面的土质最好疏松肥沃、无有害垃圾，厚度应在50厘米以上。 栽植时间一般为爬墙虎未萌...,2011-03-19,成志敏03号,5个回答,12
有关爬山虎的作文300我明天要交的 快！,http://zhidao.baidu.com/question/186913540.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：爬山虎 我们学校的走廊长着一大片爬山虎，一年四季展示给我们不同的面貌。 春天，草绿花开，爬山虎的嫩芽从绿色的茎杆里长出来。浅浅的绿中透着嫩，嫩中透着润，让人联想起婴儿的皮肤，卷卷的又像一个个小画轴，慢慢地舒展开，摸上去光光的、滑...,2010-09-28,雪孩子村庄,4个回答,208
关于2楼种植爬山虎，,http://zhidao.baidu.com/question/575370776.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,问：我家2层小楼，我住楼上，夏天楼上房间热，空调效果不好， 我想绿色环保...,2013-07-30,005200李文祥,2个回答,
爬山虎能够吸收二氧化碳？还能净化空气？,http://zhidao.baidu.com/question/203348268.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：爬山虎能遮风、挡雨、蔽日，保护和延长建筑物的寿命。它能调节气温、湿度，阻隔噪声，吸附粉尘，净化空气。据试验，爬山虎对二氧化硫、氯气、氯化氢的抗性较强，可利用它作为化工污染区或工厂车间墙壁上的垂直绿化植物，具有较好的保护和改善环...,2010-12-05,紫宸_梦,3个回答,9
爬山虎在几月份栽种,http://zhidao.baidu.com/question/1574125757001575060.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：已经生嫩根了，4月中旬就会发芽长出嫩叶。,2014-01-18,,2个回答,5
在那片绿绿的爬山虎中的融洽是什么意思,http://zhidao.baidu.com/question/1112757312458230459.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：感情或行动上一致 干群关系很融洽,2015-12-09,mahuan17,2个回答,59
什么叫爬墙虎？,http://zhidao.baidu.com/question/42145917.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：地锦、飞天蜈蚣、假葡萄藤、捆石龙、枫藤、小虫儿卧草、红丝草、红葛、趴山虎、红葡萄藤。,2007-12-23,黑暗界の神明,13个回答,
爬山虎的病虫害防治,http://zhidao.baidu.com/question/552729791.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,问：我家的爬山虎的叶子上经常会有大面积的黄斑，还会导致叶子脱落，生长速...,2013-05-22,,1个回答,1
爬山虎如何 防虫,http://zhidao.baidu.com/question/259794219.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,问：爬山虎如何 防虫,2011-05-02,浴火之凤,2个回答,2
爬山虎怎么向上爬,http://zhidao.baidu.com/question/263329852796421765.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：有一篇文章叫做 爬山虎的脚 里面很生动的描写了爬山虎是怎样向上爬的,2014-09-25,烦恼94津,1个回答,
谁知道爬山虎春夏秋冬的变化,http://zhidao.baidu.com/question/13019557.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：绿色的，又可以爬在墙上的一种植物，你们猜是什么？对啦！就是绿油油的爬山虎！ 爬山虎的叶子春夏秋冬都在变。春天，爬山虎才长出来时是紫红、紫红的样子，之后，慢慢地就长成绿色了。在变化中，爬山虎可以变出紫红色、深绿色、浅绿色。有些叶子...,2006-09-24,笑看亭前花,2个回答,87
爬山虎害虫的相关资料,http://zhidao.baidu.com/question/44143214.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,问：学校要查资料,网上找不到,谁能给点资料啊!!!!,2008-01-19,飞二儿,2个回答,49
爬山虎有哪三大特点,http://zhidao.baidu.com/question/484813313.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：爬山虎（japanese creeper）又称爬墙虎、地锦、飞天蜈蚣、假葡萄藤、捆石龙、枫藤、小虫儿卧草、红丝草、红葛、趴山虎、红葡萄藤。爬山虎，也称“巴山虎”“常青藤”，葡萄科植物。夏季开花，花小，黄绿色，浆果紫黑色。常攀缘在墙壁或岩石上，广见...,2012-10-08,Mistyra,2个回答,3
爬山虎如何汲取营养成分？,http://zhidao.baidu.com/question/118322448.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,问：爬山虎的脚除了攀爬的功能，还有吸收营养成分的功能吗？ 如果有，那墙壁...,2009-09-22,zxl5,5个回答,6
爬山虎的脚为什么能在墙上吸住,http://zhidao.baidu.com/question/184488701.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：爬山虎一种攀援在墙壁上的供观赏的植物。也叫巴山虎、地锦、常春藤。葡萄科。高攀的落叶藤本植物，卷须前端有吸盘。夏季开花，花很小，黄绿色。产于我国各地。茎和根可以入药。原来爬山虎是有脚的。爬山虎的脚长在茎上。茎上长叶柄地方，反面伸...,2010-09-18,超小号小密瓜,3个回答,102
南宁什么地方有卖爬山虎种子,http://zhidao.baidu.com/question/114730019.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,问：要详细地方 有像爬山虎一类可以吸热的植物种子也可以说 但是要说在什么...,2009-08-29,花城柳暗,2个回答,10
爬山虎的脚  大意,http://zhidao.baidu.com/question/117366542.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,问：要简单，明了,2009-09-16,592479135,4个回答,11
童年的发现作文——有关爬山虎的脚,http://zhidao.baidu.com/question/236979927.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：爬山虎好像把整个世界都“包围”，生活中处处都有，到处都是。学校操场北边的墙满是爬山虎，靠我家铁路上全都有，我家院子也有，它沿着小院高低不平的墙顺着爬去，还没几个月，就全把墙爬遍了，“占领”了小院。 爬山虎的叶子刚长出的时候是嫩红的，...,2011-03-14,,3个回答,71
＜＜请种一棵爬山虎＞＞阅读答案谢谢各位摆脱了给...,http://zhidao.baidu.com/question/489930466.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：1、联系上下文解释词语 （1）误解（2）望尘莫及 2、爬山虎能降低室内温度的两个原因是什么？ 3、人们对爬山虎存有那两点疑虑？ 4、爬山虎的生长特性是什么？ 5、种植爬山虎在环境保护中所起的作用是什么？ 1、联系上下文解释词语 （1）误解:理解...,2012-10-23,山海通途,1个回答,84
找出文中描写爬山虎的句子画下来并读一读,你能从中...,http://zhidao.baidu.com/question/329491194.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：文??句子?? 爬山虎适应性强，生性随和， 爬山虎是垂直绿化的优选植物。,2011-10-14,迷惘的翔筝,4个回答,9
26那片绿绿的爬山虎 我模模糊糊懂得作家写作应什么...,http://zhidao.baidu.com/question/518979917609683485.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：26、那片绿绿的爬山虎 第一教时 一、教学目标： ⒈理解生字新词。 ⒉了解课文主要内容。 ⒊引导学生初步思考“预习”与“思考．练习”，使孩子对本篇文章的学习重点做到心中有数。 ⒋读通课文。 二、教学重、难点： 能在较短时间内以一定的速度读通课文...,2014-01-01,,1个回答,6
那片绿绿的爬山虎配乐,http://zhidao.baidu.com/question/77841989.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,问：我要讲公开课，急需那片绿绿的爬山虎配乐，请大家帮帮忙！谢谢。,2008-12-13,hgfgfd,2个回答,
为什么说《那片绿绿的爬山虎》课文中提到的评语让...,http://zhidao.baidu.com/question/204973611.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：那片绿绿的爬山虎 1963年，我上初三，写了一篇作文叫《一张画像》，是写教我平面几何的一位老师。他教课很有趣，为人也很有趣，致使这篇作文写得也自以为很有趣。经我的语文老师推荐，这篇作文竟在北京市少年儿童征文比赛中获奖。当然，我挺高兴...,2010-12-11,ddeeic,2个回答,3
学校操场北边墙上满上绿绿的爬山虎,http://zhidao.baidu.com/question/118910089.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,问：写缩句怎么写,2009-09-28,15818228200,5个回答,19
爬墙虎能不能爬90度的玻璃,http://zhidao.baidu.com/question/52833191.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,问：我想让爬山虎爬到一个全用玻璃建造的房子，不知道能否成功，我的担心有...,2008-05-04,皓焱,3个回答,
爬山虎是树吗?,http://zhidao.baidu.com/question/1946164337615290348.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,问：爬山虎是藤本植物，可以称其为树吗？,2014-03-31,粉蓝小贝,3个回答,
爬山虎的脚是写什么的文章,http://zhidao.baidu.com/question/369886008.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：写爬山虎的，爬山虎是一种植物。就是墙壁上一大片的那些绿色的,2012-01-23,美炫jan,4个回答,13
《爬山虎和墙》作文100字,http://zhidao.baidu.com/question/809392555459859172.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：墙是仅一小截的断垣。它在一片废墟上站了十几年。十几年的时间里，风雨削平了它的棱棱角角。十几年的静立独思后，它有了自己的思想。它像哲学家一样，仰望天空思考着天圆地方的道理。可从来没有谁跟它争论它所想的东西，甚至没有谁会不耐烦地听...,2015-02-07,作文小编,1个回答,5
爬山虎刚长出来的叶子是嫩红的.缩写句子,http://zhidao.baidu.com/question/690201333392165044.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：爬山虎刚长出来的叶子是嫩红的。 缩句应为：叶子是嫩红的。 【注】“爬山虎刚长出来的”作定语，删掉。 这是人教版小学四年级课程练习的作业，呵呵！,2015-09-23,swatsccd2,3个回答,110
学了那片绿绿的爬山虎有什么启发,http://zhidao.baidu.com/question/1448323486899599900.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：用字的准确性作文事例真实，感情真挚，,2015-12-10,cn#BGppVfkkfQ,2个回答,37
爬山虎能驱蚊吗？,http://zhidao.baidu.com/question/487223265.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：不能 但倒会招来很多毛毛虫····· 这是经验之谈 但夏天时候满墙都是绿叶很好看,2012-10-15,书生无悔,3个回答,2
爬山虎能不能爬铁网子,http://zhidao.baidu.com/question/93101191.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,问：家里围墙是铁网围的，种爬山虎能爬吗？,2009-04-10,赵生生,2个回答,10
像爬山虎一样的却开红花是什么花,http://zhidao.baidu.com/question/1446426084989307620.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：凌霄 详见：http://baike.baidu.com/subview/41871/7396387.htm,2014-06-15,bjweiwei,1个回答,2
爬山虎在黑龙江可以种吗，能越冬吗？,http://zhidao.baidu.com/question/207841363.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：世界：15种；中国：10种。 在黑龙江可以种,有的能越冬，有的一年生。,2010-12-20,齐无忌,1个回答,2
爬山虎、蒲公英的自我保护方法是什么？详细一点,http://zhidao.baidu.com/question/495889979.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：爬山虎的适应力极强，通过较强的适应能力使自己更好地生存；仙人掌有刺，通过身上的刺使自己不受侵犯；蒲公英极易散，当有人伤害他们时，他们立刻变成无数的种子，飞向各处,2013-10-11,落时孤寂,2个回答,16
爬山虎和蔷薇哪个长的快,http://zhidao.baidu.com/question/456630668848134605.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：肯定是爬山虎，不然怎么能叫爬山虎呢,2015-04-10,贴吧,2个回答,1
武汉哪里有卖爬山虎的？,http://zhidao.baidu.com/question/432281804266399844.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：花店有卖的 爬山虎是一种很普通的植物，种子一般花市的种子公司应当有，不过一般都是用扦插法进行繁殖的，也就是剪一段爬山虎的枝条，直接插在土中浇点水就能成活。 麻烦采纳，谢谢!,2014-07-03,清河亓侨232,1个回答,
改为比喻句：爬山虎的脚弯弯曲曲地紧贴在墙上。,http://zhidao.baidu.com/question/584785566104705605.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：爬山虎的脚像胶布一样弯弯曲曲地紧贴在墙上。,2015-06-13,百度知道客户端,2个回答,108
爬山虎身上具有什么精神?,http://zhidao.baidu.com/question/1525675.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,问：大家帮帮我啊,否则我死定了,大家不能见死不救啊!谁能告诉我,爬山虎具有...,2005-11-27,都市乡下人,3个回答,71
爬山虎和电杆上上电线长在一起会导电吗?有什么隐患?,http://zhidao.baidu.com/question/368461486952106644.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：会的呢。 如果电线有损坏 。一旦雨天爬山虎被雨水打湿，那是会与爬山虎接触沿着爬山虎与地接触，很容易将电流引到地面，形成名副其实的“电场＂哈。引发触电哈。 赶紧把爬山虎清理掉吧亲^_^,2014-06-05,腾讯微博,1个回答,
那绿绿的爬山虎文章提纲照片在线观看,http://zhidao.baidu.com/question/432668849968727724.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：第一部分（第1～6自然段）：“我”的一篇作文获了奖，受到叶老的修改，“我”很高兴。 第二部分（第7～9自然段）：暑假的一天，叶老邀请“我”到他家做客。 第三部分（第10自然段）：通过与叶老先生的接触，使“我”受益匪浅。,2014-12-09,挂在树上的鱼20,1个回答,
爬山虎是什么样子的,http://zhidao.baidu.com/question/498086149797402564.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：爬山虎属多年生大型落叶木质 藤本植物，其形态与野葡萄藤相似。表皮有皮孔，髓白色，枝条粗壮，老枝灰褐色，幼枝紫红色，枝上有卷须，卷须短，多分枝，卷须顶端及尖端有粘性吸盘，遇到物体便吸附在上面，无论是岩石、墙壁或是树木，均能吸附。 ...,2018-04-27,覀覀覀瓜瓜瓜,4个回答,1
爬山虎的样子是什么样的,http://zhidao.baidu.com/question/496250810475465444.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：爬山虎（boston ivy）又称捆石龙、枫藤、小虫儿卧草、红丝草、红葛、趴山虎、红葡萄藤、巴山虎，葡萄科植物。夏季开花，花小，黄绿色，浆果紫黑色。常攀缘在墙壁或岩石上，广见于我国各地。爬山虎的根、茎可入药，有破瘀血、消肿毒之功效；果可...,2017-06-08,jiangjunlheart,2个回答,330
有关于爬山虎的一千字作文,http://zhidao.baidu.com/question/1512400510295500460.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：爬山虎 暮春时节，正是爬山虎长势旺盛的好时机，那嫩绿的爬山虎密密麻麻地扒在墙上，放眼望去，它会使人神清气爽。 我对爬山虎非常的了解，它又名爬墙虎，分布在我国的大江南北。别以为它中看不中用哦！它是一种美丽的垂直绿化植物，而且有破淤...,2017-11-21,百度知道客户端,1个回答,36
幼儿课程:爬山虎的秘密,http://zhidao.baidu.com/question/564263182345713884.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,问：幼儿课程:爬山虎的秘密,2017-12-15,天津昌泽教育0,2个回答,4
爬山虎折一支种到花盆里能不能活？,http://zhidao.baidu.com/question/1690109106896375468.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,答：爬山虎折一支种到花盆里能活，但是需要注意运用一定的方法。爬山虎适应性强，性喜阴湿环境，但不怕强光，耐寒，耐旱，耐贫瘠，气候适应性广泛，在暖温带以南冬季也可以保持半常绿或常绿状态。耐修剪，怕积水，对土壤要求不严，阴湿环境或向阳处...,2018-09-07,二十四道驱邪符,7个回答,9
爬山虎容易死掉吗?,http://zhidao.baidu.com/question/424076715039117212.html?fr=iks&word=%C5%C0%C9%BD%BB%A2&ie=gbk,问：想了解了解.,2017-12-03,LYC0214,5个回答,6
